orig.order,quadrat,transect,site,year,era,real.date,comm.date,urch,chit,treat,BASP,CCAP,EALM,RFSP,OPCA,RBSP,AGFI,BFSP,DICL,Cris,HEPA,PHPA,BRUP,SPS1,SPS3,SPS8,SPS9,SPS10,SPOT,MSP1,SYSP,SCUN,BRSH,EUBI,DELI,HYSP,EPSC,BAEL,MEFA.c,MEFA,ANE1,GERU,DOCO,DOFE,TUBE,PSOC,VECO,BACR,PSCH,TETR,CHHA,POMA,META,PYST,PEAN,CLHU,DICA,TCM3,DITR,EUPU,SYPA,APPO,APSO,TCM2,TCOT,BOVI,Chel,Core,CNFI,HAIG,Stye,ASPA,TSV1,TSV2,TSOT,INOT,OTHE,HBCO,FUZZ,SHEL,RUBB,richness,diversity,evenness,DETRITUS,BASP,CCAP,EALM,RBSP,RFSP,KELP,HYSP,BRUP,HBCO,SPEN,SPUP,BREN,ZOAN,STCO,SOCO,ANEM,TUCL,TUSO,BARN,PSOL,BRAC,BIVA,ASSO,ASCO,ASUN,FG.detail.R,FG.detail.D,FG.detail.E,space,macroalgae,sponge,hydroid,bryozoan,clonascid,cloninvert,solinvert
686,SC8_37,SC8,SC,2010,Modern.R,38869,38869,u_rem,c_con,u_rem.c_con,0.000232937,0.070812951,0.028185418,0,0,0.009317494,0,0,0,0,0,0,0,0,0,0,0,0,0.009317494,0,0,0,0.004891684,0,0,0,0,0,0.251572327,0.293733986,0.000232937,0.000232937,0.042161659,0,0.000232937,0,0,0,0,0.004658747,0,0,0,0,0,0,0.121127417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163289075,0,0,11,1.377190688,0.574333126,0.163289075,0.000232937,0.070812951,0.028185418,0.009317494,0,0,0,0,0,0.009317494,0,0.004891684,0,0,0.000232937,0.54553925,0.042161659,0.000232937,0,0,0.004658747,0,0,0.121127417,0,9,0.864110497,0.393273635,0.099231307,0.009317494,0.009317494,0,0.004891684,0.121127417,0.042394596,0.550430934
687,SC8_38,SC8,SC,2010,Modern.R,38869,38869,u_rem,c_rem,u_rem.c_rem,0.0131324,0.044133477,0.241119483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004305705,0,0.004305705,0,0,0.004305705,0.034660926,0,0,0,0,0.034660926,0,0,0.009257266,0,0,0,0,0.001076426,0.021959096,0,0.012917115,0.000215285,0,0.00452099,0.241119483,0,0,0,0.159741658,0,0,0,0.047362756,0,0,0,0,0.004305705,0,0,0.008826695,0,0,0,0,0,0,0.00861141,0,0,0.086544672,0.004305705,0.00861141,17,1.829347625,0.645679447,0.099461787,0.0131324,0.044133477,0.241119483,0,0,0,0,0,0,0.00861141,0,0.038966631,0,0.034660926,0,0.009257266,0,0.023035522,0,0.012917115,0.000215285,0.00452099,0.241119483,0.207104413,0.0131324,11,1.538046969,0.641415406,0.298385361,0,0.00861141,0,0.038966631,0.448223897,0,0.097739505
688,SC8_39,SC8,SC,2010,Modern.R,38869,38869,u_rem,c_con,u_rem.c_con,0.004822763,0.202797203,0.057873161,0,0.072341452,0.067759826,0,0,0,0,0,0,0,0,0,0,0,0,0.009886665,0,0,0,0.004822763,0,0,0,0,0,0.024113817,0.178442247,0.000241138,0,0.053050398,0,0,0,0,0.000241138,0,0,0,0,0,0,0,0,0.014950567,0.004822763,0,0,0,0,0,0,0,0,0,0.009645527,0.004822763,0,0,0,0,0,0,0,0,0,0.241138172,0.048227634,0,13,1.796515027,0.700409551,0.289365807,0.004822763,0.202797203,0.057873161,0.067759826,0.072341452,0,0,0,0,0.009886665,0,0.004822763,0,0,0,0.202797203,0.053050398,0,0.000241138,0,0,0,0,0.01977333,0.01446829,9,1.580860487,0.719480614,0.265493128,0.140101278,0.009886665,0,0.004822763,0.01977333,0.053050398,0.217506631
689,SC8_40,SC8,SC,2010,Modern.R,38869,38869,u_rem,c_rem,u_rem.c_rem,0,0.014566642,0.087885409,0,0,0,0,0,0,0,0,0,0,0,0.01019665,0,0.043699927,0.01942219,0.009953872,0,0,0,0.01942219,0,0,0,0,0,0,0,0.030347172,0.029376062,0,0,0.00558388,0,0,0,0.029376062,0.014566642,0,0,0.005098325,0,0,0,0.475843651,0.004855547,0,0,0,0,0,0,0.01942219,0,0,0.000242777,0.005098325,0,0,0,0,0,0,0.019664967,0,0,0.155377519,0,0,17,1.554969741,0.548836093,0.155377519,0,0.014566642,0.087885409,0,0,0,0,0,0,0.083272639,0,0.01942219,0,0,0.029376062,0.030347172,0,0.00558388,0,0.029376062,0.014566642,0,0.005098325,0.500121389,0.005341102,10,1.181974728,0.513325102,0.102452051,0,0.083272639,0,0.01942219,0.505219714,0.029376062,0.085214858
738,SC1_54,SC1,SC,2010,Modern.R,38958,38958,u_rem,c_rem,u_rem.c_rem,0.00395335,0.118995849,0.107333465,0,0,0.099031429,0,0,0.00395335,0,0,0,0,0,0,0,0,0,0.007906701,0,0,0,0.000197668,0,0,0,0,0.032615141,0,0,0,0,0.027673453,0,0.000395335,0.000197668,0,0,0,0.000197668,0,0,0.162087369,0.241352046,0,0,0.126704882,0,0,0,0,0,0,0,0,0,0,0.000197668,0,0,0,0,0,0,0,0,0,0,0.067206958,0,0,13,1.653520438,0.644660072,0.067206958,0.00395335,0.118995849,0.107333465,0.099031429,0,0,0,0.00395335,0,0.007906701,0,0.000197668,0,0.032615141,0,0,0.027673453,0.000593003,0,0,0.000197668,0,0.403439415,0.126704882,0.000197668,11,1.266077329,0.527995256,0.230282665,0.099031429,0.007906701,0,0.004151018,0.530144297,0.027673453,0.033603479
739,SC1_62,SC1,SC,2010,Modern.R,38958,38958,u_rem,c_con,u_rem.c_con,0.00974026,0.166975881,0.037105751,0,0,0.185528757,0,0,0,0,0,0,0,0,0,0,0,0,0.004638219,0,0,0,0.000463822,0,0,0.060296846,0,0.00974026,0,0,0,0,0.009276438,0,0.009276438,0.000231911,0,0,0,0.004638219,0,0,0.107142857,0.166975881,0,0,0.116651206,0,0,0,0,0,0,0,0,0.004638219,0,0,0,0,0,0,0,0,0,0,0,0,0.106679035,0,0,13,1.795952915,0.700190399,0.106679035,0.00974026,0.166975881,0.037105751,0.185528757,0,0,0.060296846,0,0,0.004638219,0,0.000463822,0,0.00974026,0,0,0.009276438,0.009508349,0,0,0.004638219,0,0.274118738,0.116651206,0.004638219,11,1.524411644,0.635729033,0.213821892,0.185528757,0.004638219,0.060296846,0.000463822,0.390769944,0.009276438,0.028525046
740,SC1_63,SC1,SC,2010,Modern.R,38958,38958,u_rem,c_rem,u_rem.c_rem,0.003973773,0.040135108,0.051857739,0,0,0.071527916,0.007947546,0,0.003973773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003973773,0,0,0.015895092,0,0.004569839,0,0,0,0,0,0,0,0,0,0.000198689,0,0.000198689,0,0,0.088217763,0.31015299,0,0,0.309954302,0,0,0,0,0,0,0,0,0,0,0.007947546,0,0,0,0,0,0,0,0,0,0,0.079475462,0,0,12,1.436615253,0.578136508,0.079475462,0.003973773,0.040135108,0.051857739,0.071527916,0,0.007947546,0.015895092,0.003973773,0,0,0,0.003973773,0,0.004569839,0,0,0,0,0.000198689,0,0.000198689,0,0.398370753,0.309954302,0.007947546,11,1.181167375,0.492585055,0.09596662,0.079475462,0,0.015895092,0.007947546,0.708325055,0,0.012914763
741,SC1_64,SC1,SC,2010,Modern.R,38958,38958,u_rem,c_con,u_rem.c_con,0.008666244,0.169308814,0.025364616,0,0,0.186007187,0,0,0.030014796,0,0,0,0,0,0,0,0,0,0.008454872,0,0,0.000211372,0.004227436,0,0,0,0,0.000211372,0,0,0,0,0.016909744,0,0.008454872,0,0,0,0,0.000211372,0,0,0,0,0,0,0.106108645,0,0,0,0,0,0,0,0,0.000211372,0,0.000211372,0,0,0,0,0,0,0.004227436,0,0,0,0.431198478,0,0,13,1.349284744,0.526047323,0.431198478,0.008666244,0.169308814,0.025364616,0.186007187,0,0,0,0.030014796,0,0.008454872,0,0.004438808,0,0.000211372,0,0,0.016909744,0.008454872,0,0,0.000211372,0,0,0.106108645,0.00465018,10,1.342281497,0.582945447,0.203339674,0.186007187,0.008454872,0,0.034453604,0.106108645,0.016909744,0.013527795
742,SC4_36,SC4,SC,2010,Modern.R,38958,38958,u_con,c_con,u_con.c_con,0,0.030963058,0.0256246,0,0,0.004484305,0,0,0,0,0,0,0.004270767,0.004270767,0,0,0,0,0.004484305,0,0.0128123,0.000213538,0.004484305,0,0,0.017083066,0,0.009609225,0,0,0.00896861,0,0,0,0.0128123,0,0,0,0,0,0,0,0.209267564,0.11125347,0,0,0.115737775,0.004484305,0.004270767,0,0,0,0,0,0,0.000213538,0,0.038436899,0,0,0,0,0,0,0,0.021567371,0,0.158231903,0.196455264,0,0,19,1.963396378,0.666815102,0.354687166,0,0.030963058,0.0256246,0.004484305,0,0,0.017083066,0.004270767,0.158231903,0.008755072,0.0128123,0.004697843,0,0.009609225,0,0.00896861,0,0.0128123,0,0,0,0,0.320521034,0.124492846,0.038650438,13,1.641826034,0.64010076,0.056587657,0.004484305,0.021567371,0.017083066,0.00896861,0.44501388,0,0.070040572
743,SC4_45,SC4,SC,2010,Modern.R,38958,38958,u_con,c_rem,u_con.c_rem,0.01584462,0.02708919,0.062356248,0,0,0.005111168,0,0,0,0,0,0,0,0.005111168,0,0,0,0,0.071811909,0,0,0.005366726,0.056733964,0,0,0,0.041656018,0.005622285,0,0,0.000255558,0,0,0,0.025811398,0.000766675,0.005111168,0,0,0,0,0,0.235113723,0.102734475,0,0,0.071811909,0.000511117,0,0,0,0,0,0,0,0.036289292,0,0,0,0,0,0,0,0,0,0,0,0.030667007,0.19422438,0,0,16,2.005745736,0.723419857,0.224891388,0.01584462,0.02708919,0.062356248,0.005111168,0,0,0,0,0.030667007,0.076923077,0,0.06210069,0.041656018,0.005622285,0,0.000255558,0,0.031689241,0,0,0,0,0.337848198,0.072323026,0.036289292,11,1.719237903,0.716977894,0.105290059,0.005111168,0.076923077,0,0.06210069,0.410171224,0.041656018,0.073856376
744,SC4_51,SC4,SC,2010,Modern.R,38958,38958,u_con,c_rem,u_con.c_rem,0,0.004828696,0.083237526,0,0,0,0,0,0,0,0,0,0.014945965,0.036790067,0,0,0,0,0.018395033,0,0,0,0.051046218,0,0,0,0.042078639,0,0,0,0.000229938,0,0,0,0.010117268,0.00114969,0,0.004828696,0,0,0,0.004598758,0.349505633,0.101172683,0,0,0.073580133,0.010117268,0,0,0,0,0,0,0,0.022993792,0,0.013796275,0.013796275,0,0,0,0,0,0,0.004598758,0,0.009197517,0.124166475,0.004828696,0,18,1.962614061,0.679017865,0.138192688,0,0.004828696,0.083237526,0,0,0,0,0.014945965,0.009197517,0.0551851,0,0.051046218,0.042078639,0,0,0.000229938,0,0.011266958,0.004828696,0,0,0.004598758,0.450678317,0.083697402,0.050586342,12,1.511789708,0.608388934,0.088066222,0,0.0551851,0,0.065992182,0.534375719,0.042078639,0.071510692
745,SC4_52,SC4,SC,2010,Modern.R,38958,38958,u_con,c_con,u_con.c_con,0,0.036217304,0.107981221,0,0,0,0,0,0,0,0,0,0.004694836,0,0,0,0,0,0.040688576,0,0.004471272,0,0.017885088,0,0,0,0.044936284,0,0,0,0,0,0,0,0.013860943,0.000223564,0.000447127,0.004471272,0.000223564,0.000223564,0,0,0.206125643,0.041135703,0,0,0.130561145,0.005365526,0,0,0,0,0,0,0,0.004694836,0,0.03599374,0,0,0.004471272,0,0,0,0,0,0,0.111781802,0.178850883,0.004694836,0,18,1.924742942,0.665915357,0.295327521,0,0.036217304,0.107981221,0,0,0,0,0.004694836,0.111781802,0.040688576,0.004471272,0.017885088,0.044936284,0,0,0,0,0.014531634,0.004471272,0.000223564,0.000223564,0,0.247261346,0.135926671,0.045159848,13,1.80746032,0.704676806,0.144198524,0,0.045159848,0,0.022579924,0.383188017,0.044936284,0.064609882
746,SC5_34,SC5,SC,2010,Modern.R,38958,38958,u_con,c_con,u_con.c_con,0,0.038832667,0.198399623,0,0,0.019298659,0.037655919,0,0,0,0,0,0,0.033419628,0,0,0,0,0.00941398,0,0.037655919,0.00941398,0.037891269,0,0,0.00470699,0,0.015062368,0,0,0.000470699,0,0,0,0,0.010120028,0,0,0,0.019298659,0,0,0.155330666,0.108260767,0,0,0.010355378,0.000235349,0,0,0,0,0,0,0,0.00941398,0,0,0,0,0,0,0,0,0.00470699,0,0,0,0.240056484,0,0,18,2.243254839,0.776112911,0.240056484,0,0.038832667,0.198399623,0.019298659,0,0.037655919,0.00470699,0,0,0.042833608,0.037655919,0.047305248,0,0.015062368,0,0.000470699,0,0.010120028,0,0,0.019298659,0,0.263591433,0.010590727,0.01412097,13,1.794129452,0.699479484,0.23723229,0.056954578,0.080489527,0.00470699,0.047305248,0.274182161,0,0.059072723
747,SC5_47,SC5,SC,2010,Modern.R,38958,38958,u_con,c_rem,u_con.c_rem,0,0.019470229,0.031922119,0.018111841,0,0.149422685,0.126782884,0,0,0,0,0,0.004754358,0,0,0,0,0,0.000226398,0,0,0.000226398,0.00905592,0,0,0.00452796,0,0.018564637,0,0,0,0,0,0,0.004754358,0,0,0,0,0,0,0,0.091011999,0.027394159,0,0,0.262621689,0,0,0,0,0,0.009282318,0,0,0,0,0.00905592,0,0,0,0,0,0,0,0,0,0.058863482,0.149422685,0,0.00452796,15,1.824374853,0.673685758,0.212814127,0,0.019470229,0.031922119,0.149422685,0.018111841,0.126782884,0.00452796,0.004754358,0.058863482,0.000226398,0,0.009282318,0,0.018564637,0,0,0,0.004754358,0,0,0,0,0.118406158,0.271904007,0.00905592,13,1.820421674,0.709730065,0.051392348,0.29431741,0.000226398,0.00452796,0.014036676,0.390310165,0,0.032374915
748,SC5_49,SC5,SC,2010,Modern.R,38958,38958,u_con,c_con,u_con.c_con,0.005099439,0.011218766,0.072412035,0,0,0.040795512,0.112697603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03136155,0,0,0,0,0.001529832,0,0,0,0,0,0,0.010198878,0,0,0,0.005099439,0,0,0,0.127485977,0.076491586,0,0,0.224630291,0.005354411,0,0,0,0,0,0,0,0.005354411,0,0.005099439,0.005099439,0,0,0,0,0,0,0,0,0.112187659,0.147883733,0,0,13,1.833373896,0.714779764,0.260071392,0.005099439,0.011218766,0.072412035,0.040795512,0,0.112697603,0,0,0.112187659,0,0,0.03136155,0,0.001529832,0,0,0,0.010198878,0,0.005099439,0,0,0.203977562,0.229984702,0.015553289,10,1.748887376,0.759532137,0.08873024,0.153493116,0,0,0.03136155,0.433962264,0,0.032381438
749,SC5_50,SC5,SC,2010,Modern.R,38958,38958,u_con,c_rem,u_con.c_rem,0.00049249,0.010588525,0.078798326,0,0,0.06919478,0.019945826,0,0.004924895,0,0,0,0.000246245,0,0,0,0,0,0.004924895,0,0,0,0.014774686,0,0,0,0,0.019945826,0,0,0.000738734,0,0,0,0.010096035,0,0,0,0,0.010096035,0,0,0.128539769,0.098990396,0,0,0.162767791,0.000246245,0,0,0,0,0.000246245,0,0,0,0,0,0,0,0,0,0,0,0,0.009849791,0,0.187146023,0.162521546,0.004924895,0,16,1.920559684,0.692695483,0.354592465,0.00049249,0.010588525,0.078798326,0.06919478,0,0.019945826,0,0.00517114,0.187146023,0.004924895,0,0.014774686,0,0.019945826,0,0.000738734,0,0.010096035,0,0,0.010096035,0,0.227530165,0.163260281,0,12,1.73757893,0.699253201,0.08987934,0.089140606,0.004924895,0,0.019945826,0.390790446,0,0.040876631
750,SC6_14,SC6,SC,2010,Modern.R,38958,38958,u_rem,c_con,u_rem.c_con,0.01882796,0.076017887,0.348317251,0,0,0.037655919,0.287126383,0,0.023534949,0,0,0,0,0,0,0,0,0,0,0,0,0.01412097,0.084961167,0.014356319,0,0,0,0,0,0,0,0,0,0,0,0.005413038,0,0,0,0.000235349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089432808,0,0,8,1.230821648,0.591900096,0.089432808,0.01882796,0.076017887,0.348317251,0.037655919,0,0.287126383,0,0.023534949,0,0,0,0.113438456,0,0,0,0,0,0.005413038,0,0,0.000235349,0,0,0,0,6,1.051838697,0.587042354,0.443163097,0.324782302,0,0,0.136973406,0,0,0.005648388
751,SC6_18,SC6,SC,2010,Modern.R,38958,38958,u_rem,c_rem,u_rem.c_rem,0.004910385,0.054996317,0.251166217,0,0,0.10802848,0,0,0.005155905,0,0,0.004910385,0,0,0,0,0,0,0.029462313,0,0,0.07439234,0.06432605,0.274981586,0,0,0,0.000245519,0,0,0,0,0,0,0.000982077,0.012275964,0.004910385,0,0.004910385,0.000245519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000491039,0,0,0,0,0,0,0,0,0.004910385,0,0,0.098698748,0,0,15,1.623247281,0.599415506,0.098698748,0.004910385,0.054996317,0.251166217,0.10802848,0,0,0,0.01006629,0,0.029462313,0,0.413699975,0,0.000245519,0,0,0,0.018168426,0,0.004910385,0.000245519,0,0,0,0.000491039,9,0.937826672,0.426823312,0.311072919,0.10802848,0.029462313,0,0.423766266,0,0,0.024060889
752,SC6_21,SC6,SC,2010,Modern.R,38958,38958,u_rem,c_rem,u_rem.c_rem,0.021155067,0.056695579,0.287708906,0,0,0.008462027,0,0,0.063676751,0,0,0,0.004231013,0,0,0,0,0,0.008462027,0,0,0.050983711,0.043579437,0.26655384,0,0,0,0.013539243,0,0,0,0,0,0,0.016924053,0.018404908,0,0,0.029617093,0.016924053,0,0.016924053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01269304,0.059234187,0.004231013,0,13,1.858664992,0.724640035,0.07615824,0.021155067,0.056695579,0.287708906,0.008462027,0,0,0,0.067907764,0.01269304,0.008462027,0,0.361116988,0,0.013539243,0,0,0,0.035328961,0,0.029617093,0.016924053,0.016924053,0,0,0,10,1.375417497,0.597336229,0.365559552,0.008462027,0.008462027,0,0.429024751,0,0,0.112333404
753,SC6_33,SC6,SC,2010,Modern.R,38958,38958,u_rem,c_con,u_rem.c_con,0,0.075061125,0.112469438,0,0,0.049144254,0.234718826,0,0.015158924,0,0,0,0.004889976,0,0,0,0,0,0,0,0,0.005134474,0.015403423,0.025183374,0,0.005134474,0,0,0,0,0,0,0,0,0.000977995,0.000244499,0.004889976,0,0.000977995,0.015403423,0,0,0,0,0,0,0.004889976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019559902,0,0,0.410757946,0,0,15,1.571789162,0.580413599,0.410757946,0,0.075061125,0.112469438,0.049144254,0,0.234718826,0.005134474,0.0200489,0,0,0,0.045721271,0,0,0,0,0,0.006112469,0,0.000977995,0.015403423,0,0,0.004889976,0,9,1.296350362,0.589994475,0.187530562,0.283863081,0,0.005134474,0.065770171,0.004889976,0,0.022493888
754,SC7_2,SC7,SC,2010,Modern.R,38958,38958,u_con,c_rem,u_con.c_rem,0,0.11997242,0.032406343,0,0,0.004596644,0,0,0.013789933,0,0,0,0,0,0,0,0,0,0.004596644,0,0,0.004826477,0.091932889,0.055159733,0,0,0,0.01447943,0,0,0.000459664,0,0,0,0.0413698,0.004826477,0,0,0.004596644,0.009193289,0,0,0,0,0,0,0.271202023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004826477,0,0,0.321765111,0,0,14,1.607680667,0.609187474,0.321765111,0,0.11997242,0.032406343,0.004596644,0,0,0,0.013789933,0,0.004596644,0,0.151919099,0,0.01447943,0,0.000459664,0,0.046196277,0,0.004596644,0.009193289,0,0,0.271202023,0,10,1.312380532,0.569959623,0.152378764,0.004596644,0.004596644,0,0.165709032,0.271202023,0,0.074925305
755,SC7_3,SC7,SC,2010,Modern.R,38958,38958,u_con,c_con,u_con.c_con,0.004604052,0.147559853,0.193830571,0,0,0,0,0,0.046270718,0,0,0,0.000230203,0,0,0,0,0,0,0,0,0.013812155,0.064686924,0.096685083,0,0,0,0.01427256,0,0,0.000230203,0,0,0,0.019106814,0.001151013,0,0,0,0,0,0,0.07941989,0,0,0,0.193830571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009208103,0,0,0.115101289,0,0,12,1.821252021,0.73292573,0.115101289,0.004604052,0.147559853,0.193830571,0,0,0,0,0.046500921,0,0,0,0.175184162,0,0.01427256,0,0.000230203,0,0.020257827,0,0,0,0,0.07941989,0.193830571,0,7,1.457455619,0.748984027,0.345994475,0,0,0,0.221685083,0.27325046,0,0.034760589
756,SC7_4,SC7,SC,2010,Modern.R,38958,38958,u_con,c_rem,u_con.c_rem,0,0.270846138,0.045277607,0,0,0.020692481,0,0,0.029502151,0,0,0,0,0,0,0,0,0.008195042,0,0,0,0,0.025609506,0.004097521,0,0,0,0.009014546,0,0,0,0,0,0,0.016390084,0.000204876,0,0,0,0.004302397,0,0,0,0,0,0,0.254251178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311411596,0,0.000204876,10,1.223011028,0.531146941,0.311616472,0,0.270846138,0.045277607,0.020692481,0,0,0,0.029502151,0,0.008195042,0,0.029707027,0,0.009014546,0,0,0,0.01659496,0,0,0.004302397,0,0,0.254251178,0,8,1.188029861,0.571321596,0.316123745,0.020692481,0.008195042,0,0.059209178,0.254251178,0,0.029911903
757,SC7_5,SC7,SC,2010,Modern.R,38958,38958,u_con,c_con,u_con.c_con,0.004815409,0.165558358,0.023159826,0,0,0,0,0,0.12864022,0,0,0.005044715,0,0,0,0,0,0,0.004586104,0,0,0.013758312,0.096537491,0.013758312,0,0,0,0.000687916,0,0,0.000229305,0,0,0,0.03301995,0.009860124,0,0,0,0.009172208,0,0,0,0,0,0,0.059848659,0.004586104,0,0,0,0,0,0,0,0,0,0,0.000229305,0,0,0,0,0,0,0.004586104,0,0,0.421921578,0,0,15,1.87045906,0.690703245,0.421921578,0.004815409,0.165558358,0.023159826,0,0,0,0,0.133684935,0,0.004586104,0,0.124054116,0,0.000687916,0,0.000229305,0,0.042880073,0,0,0.009172208,0,0,0.064434763,0.000229305,9,1.443691239,0.657052199,0.193533593,0,0.004586104,0,0.257739051,0.064434763,0,0.053198808
758,SC8_37,SC8,SC,2010,Modern.R,38958,38958,u_rem,c_con,u_rem.c_con,0.009385265,0.032848428,0.023463163,0,0,0.004692633,0,0,0,0,0,0,0,0,0,0,0,0,0.004692633,0,0,0,0.028390427,0,0,0,0,0,0.234631628,0.32848428,0,0,0.014077898,0,0.004692633,0,0.004692633,0,0,0.004692633,0,0,0,0,0,0,0.154856875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000234632,0,0,0.150164242,0,0,11,1.393775143,0.581249381,0.150164242,0.009385265,0.032848428,0.023463163,0.004692633,0,0,0,0,0,0.004692633,0,0.028390427,0,0,0,0.563115908,0.014077898,0.009385265,0,0,0.004692633,0,0,0.154856875,0,8,0.895268671,0.430533224,0.065696856,0.004692633,0.004692633,0,0.028390427,0.154856875,0.014077898,0.577193806
759,SC8_38,SC8,SC,2010,Modern.R,38958,38958,u_rem,c_rem,u_rem.c_rem,0.016003201,0.048809762,0.180236047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040008,0,0.020004001,0,0.032206441,0,0,0,0,0.032406481,0,0,0.01240248,0,0,0,0.00820164,0.00480096,0.00020004,0,0.016003201,0.0120024,0,0,0.416083217,0,0,0,0.120024005,0,0,0,0.024404881,0,0,0,0,0,0,0,0.0040008,0,0,0,0,0,0,0,0,0,0.048209642,0,0,14,1.484654286,0.562569926,0.048209642,0.016003201,0.048809762,0.180236047,0,0,0,0,0,0,0.0040008,0.020004001,0.032206441,0,0.032406481,0,0.01240248,0,0.013202641,0,0.016003201,0.0120024,0,0.416083217,0.144428886,0.0040008,11,1.378240118,0.574770772,0.24504901,0,0.024004801,0,0.032206441,0.560512102,0,0.090018004
760,SC8_39,SC8,SC,2010,Modern.R,38958,38958,u_rem,c_con,u_rem.c_con,0.017271157,0.276554404,0.069084629,0,0,0.017487047,0,0,0,0,0,0,0,0,0,0,0,0,0.004317789,0,0,0,0.026122625,0.000215889,0,0,0,0,0.116580311,0.086355786,0.000431779,0,0.008635579,0,0.000215889,0.000431779,0,0,0,0.000215889,0,0,0,0,0,0,0.034758204,0.004317789,0,0,0,0,0,0,0,0,0,0.043177893,0,0,0,0,0,0,0,0.017487047,0,0,0.211571675,0.064766839,0,15,1.895054724,0.69978567,0.276338515,0.017271157,0.276554404,0.069084629,0.017487047,0,0,0,0,0,0.004317789,0,0.026338515,0,0,0,0.203367876,0.008635579,0.000647668,0,0,0.000215889,0,0,0.039075993,0.043177893,9,1.331099978,0.605809707,0.36291019,0.017487047,0.004317789,0,0.026338515,0.039075993,0.008635579,0.247409326
761,SC8_40,SC8,SC,2010,Modern.R,38958,38958,u_rem,c_rem,u_rem.c_rem,0.063658537,0.019756098,0.195365854,0,0,0.000243902,0,0,0,0,0,0,0,0,0,0,0.092682927,0.009756098,0.034390244,0,0,0,0.088292683,0,0,0,0,0,0,0,0.039268293,0.029756098,0,0,0.039268293,0.010731707,0,0,0.019512195,0.029268293,0,0,0.01,0,0,0,0.024390244,0,0,0,0,0,0,0,0,0.000243902,0,0.004878049,0,0,0,0,0,0,0,0.039512195,0,0,0.248780488,0.000243902,0,16,2.379268945,0.858139877,0.24902439,0.063658537,0.019756098,0.195365854,0.000243902,0,0,0,0,0,0.136829268,0,0.088292683,0,0,0.029756098,0.039268293,0,0.05,0,0.019512195,0.029268293,0,0.01,0.024390244,0.005121951,11,1.967501783,0.820511974,0.278780488,0.000243902,0.136829268,0,0.088292683,0.034390244,0.029756098,0.143170732
810,SC1_54,SC1,SC,2010,Modern.R,39053,39054,u_rem,c_rem,u_rem.c_rem,0,0.214948822,0.157105451,0,0,0.019519162,0,0,0.004760771,0,0,0,0.00999762,0,0,0,0,0,0,0,0,0,0.038324209,0,0,0,0,0.043799095,0,0,0,0,0.009759581,0,0.009521542,0.000238039,0,0.000238039,0,0.009521542,0,0,0.086646037,0.095691502,0,0,0.209473935,0,0,0,0,0,0,0,0,0,0.004760771,0,0,0,0,0,0,0,0,0,0,0,0.080933111,0.004760771,0,14,1.854559504,0.702735588,0.085693882,0,0.214948822,0.157105451,0.019519162,0,0,0,0.014758391,0,0,0,0.038324209,0,0.043799095,0,0,0.009759581,0.009759581,0.000238039,0,0.009521542,0,0.182337539,0.209473935,0.004760771,11,1.602718137,0.668385377,0.372054273,0.019519162,0,0,0.053082599,0.391811473,0.009759581,0.068079029
811,SC1_62,SC1,SC,2010,Modern.R,39053,39054,u_rem,c_con,u_rem.c_con,0,0.183845973,0.108241371,0,0,0.089457619,0,0,0.004695938,0,0,0,0.004930735,0,0,0,0,0,0.004695938,0,0,0,0,0,0,0.028175628,0,0.014322611,0,0.004695938,0,0,0.02347969,0,0.009391876,0.004930735,0,0,0,0.00986147,0,0,0.131486264,0.071378258,0,0,0.150974407,0.000234797,0,0,0,0,0,0,0,0.004695938,0,0,0,0,0,0,0,0,0,0,0,0,0.136416999,0.014087814,0,16,2.017738568,0.727745356,0.150504813,0,0.183845973,0.108241371,0.089457619,0,0,0.028175628,0.009626673,0,0.004695938,0,0,0,0.014322611,0,0.004695938,0.02347969,0.014322611,0,0,0.00986147,0,0.202864522,0.151209204,0.004695938,12,1.750036475,0.704266486,0.292087344,0.089457619,0.004695938,0.028175628,0.009626673,0.354073726,0.02347969,0.047898568
