"","quadrat","transect","site","year","era","real.date","comm.date","urch","chit","treat","removals","bare_rock","encrusting_coralline_algae","encrusting_non_calcified_algae","red_foliose_algae","Opuntiella_californica","red_filamentous_algae","Agarum_fimbriatum","brown_foliose_algae","Diapoeroecia_californica","Crisia_spp","Heteropora_pacifica","Phidolopora_pacifica","bryozoan_erect","Haliclona_spp1","Antho_lambei","Haliclona_spp2","sponge_other","Sycon_spp","Schizoporella_japonica","bryozoan_encrusting","Eurystomella_bilabiata","Dendrobeania_lichenoides","hydroid_other","Epizoanthus_scotinus","Balanophyllia_elegans","Metridium_spp","Gersemia_rubiformis","Dodecaceria_concharum","Dodecaceria_fewkesii","tube_calcareous","Pseudochitinopoma_occidentalis","Vermetus_compactus","Balanus_crenatus","Psolus_chitinoides","Terebratalia_transversa","Chlamys_hastata","Pododesmus_macrochisma","Metandrocarpa_taylori","Pycnoclavella_stanleyi","Perophora_annectans","Clavelina_huntsmani","Didemnum_carnulentum","Distaplia_occidentalis","Aplidium_solidum","tunicate_clonal_other","Boltenia_villosa","Chelyosoma_spp","Corella_spp","Cnemidocarpa_finmarkiensis","Halocynthia_igaboja","Styela_spp","Ascida_paratropa","tunicate_solitary_other","invert_other","other","hydro_bryo_complex","fuzz","shell_debris","rubble"
"166","SC4_36","SC4","SC",2009,"Modern.R","9/22/09","9/23/09","u_con","c_con","u_con.c_con","yes",0,0.040816327,0.069935291,0,0,0.019910403,0,0,0,0,0,0,0.005226481,0.019910403,0,0,0.035092086,0.014932802,0.004977601,0,0,0,0.004977601,0,0.005226481,0,0,0,0,0.029865605,0,0,0,0.004977601,0.004977601,0,0,0.209059233,0.070681931,0,0,0.224738676,0.00049776,0.004977601,0,0.029865605,0,0,0.004977601,0,0,0,0,0,0.004977601,0.104778497,0.084619214,0,0
"167","SC4_45","SC4","SC",2009,"Modern.R","9/22/09","9/23/09","u_con","c_rem","u_con.c_rem","yes",0,0.015352887,0.055912007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115032081,0,0,0.022914757,0,0,0,0.046287809,0.005041247,0,0,0,0,0.013748854,0.000229148,0,0,0,0,0,0,0.316223648,0.146654445,0,0,0.137946838,0.004812099,0,0,0.027956004,0,0.00939505,0,0,0,0,0,0,0,0.022914757,0.059578368,0,0
"168","SC4_51","SC4","SC",2009,"Modern.R","9/22/09","9/23/09","u_con","c_rem","u_con.c_rem","yes",0,0.009789525,0.078316202,0,0,0,0,0,0,0.005384239,0,0,0,0,0,0.004894763,0.024473813,0,0,0.01957905,0,0,0,0.083210964,0.004894763,0,0,0,0,0.014929026,0,0,0.004894763,0,0,0,0,0.455212922,0.019823789,0,0,0.068771415,0.009789525,0,0,0.01957905,0,0.004894763,0.004894763,0,0,0,0,0,0.13215859,0,0.034263338,0.000244738,0
"169","SC4_52","SC4","SC",2009,"Modern.R","9/22/09","9/23/09","u_con","c_con","u_con.c_con","yes",0,0.009376465,0.023441163,0,0,0,0,0,0,0.014299109,0,0,0,0,0,0,0.037505861,0.01875293,0.004688233,0,0,0,0.201593999,0.046882325,0,0,0,0,0,0.023441163,0.000234412,0,0.004688233,0.014064698,0.004688233,0,0,0.360993905,0.05180497,0,0,0.080168776,0.018987342,0,0,0.014064698,0.004688233,0.014064698,0,0,0.004688233,0.03750586,0,0,0.004688233,0,0.004688233,0,0
"170","SC5_34","SC5","SC",2009,"Modern.R","9/22/09","9/23/09","u_con","c_con","u_con.c_con","yes",0,0.034921427,0.154652033,0,0,0.014966326,0.019955101,0,0,0.010226989,0,0,0,0.024943876,0,0,0.039910202,0.049887753,0.019955101,0.024943876,0,0,0.02020454,0,0.019955101,0,0,0,0,0,0.010476428,0,0,0,0.010226989,0,0,0.284609628,0.045397855,0,0,0.09478673,0.000249439,0,0,0.034921427,0.004988775,0,0.004988775,0,0,0,0.004988775,0,0,0.004988775,0.064854078,0,0
"171","SC5_47","SC5","SC",2009,"Modern.R","9/22/09","9/23/09","u_con","c_rem","u_con.c_rem","yes",0.005149331,0.108135942,0.066941298,0.015447992,0,0.051493306,0.061791967,0.010298661,0,0.005149331,0,0,0,0,0,0,0.010298661,0,0,0.005149331,0,0,0.077239959,0,0.020597322,0,0,0,0,0.005149331,0,0,0,0,0.005149331,0,0,0.066941298,0.021112255,0,0,0.308959835,0,0.021112255,0,0.010298661,0,0,0,0,0,0,0,0.005149331,0,0.046343975,0.072090628,0,0
"172","SC5_49","SC5","SC",2009,"Modern.R","9/22/09","9/23/09","u_con","c_con","u_con.c_con","yes",0.005204267,0.015612802,0.06245121,0,0,0.026021337,0.140515222,0,0,0,0,0,0,0,0,0,0,0.000260213,0.005204267,0.02081707,0,0,0.161332292,0,0.010928962,0,0,0,0,0,0,0,0,0,0,0,0,0.29143898,0.067655477,0,0,0.130106687,0,0,0,0.026021337,0,0,0,0,0,0,0.005204267,0,0,0.015612802,0.015612802,0,0
"173","SC5_50","SC5","SC",2009,"Modern.R","9/22/09","9/23/09","u_con","c_rem","u_con.c_rem","yes",0.004743619,0.040885475,0.131466004,0.004517732,0,0.027106393,0.090580529,0,0,0,0,0.000225887,0.000451773,0,0,0,0.018748588,0.018070928,0,0.004517732,0,0,0.004743619,0,0.004743619,0.000225887,0,0,0,0.009035464,0.000225887,0,0,0,0.000225887,0,0.004517732,0.217302914,0.090806415,0,0,0.154280551,0,0.004517732,0,0.027558166,0,0.000225887,0,0,0,0,0,0,0,0.027106393,0.113169189,0,0
"174","SC6_14","SC6","SC",2009,"Modern.R","9/22/09","9/23/09","u_rem","c_con","u_rem.c_con","yes",0.005393996,0.099202627,0.450281426,0,0,0.004690432,0.089118199,0.000469043,0.000234522,0,0,0,0,0,0,0,0.019230769,0,0.019465291,0.023921201,0.004690432,0,0,0,0,0,0,0,0,0.009615385,0.005628518,0,0,0.014305816,0,0,0,0,0,0,0,0,0.000234522,0,0,0,0.004690432,0,0,0,0,0,0,0,0,0,0.248827392,0,0
"175","SC6_18","SC6","SC",2009,"Modern.R","9/22/09","9/23/09","u_rem","c_rem","u_rem.c_rem","yes",0.01598579,0.0713017,0.26922101,0.030449125,0,0.061151992,0,0,0.005074854,0,0,0,0.005328597,0.030702867,0,0,0.040598833,0,0.025881756,0.076122811,0.188023344,0,0,0,0.000253743,0,0,0,0,0.000761228,0.006343568,0,0,0.005328597,0.005074854,0,0,0,0,0,0,0,0,0,0,0,0,0.005074854,0,0,0,0,0,0.005074854,0,0,0.152245623,0,0
"176","SC6_21","SC6","SC",2009,"Modern.R","9/22/09","9/23/09","u_rem","c_rem","u_rem.c_rem","yes",0.005243958,0.078887369,0.355677155,0.004559964,0,0.004559964,0.004559964,0,0.013679891,0,0,0,0,0,0,0,0.004787962,0,0.004559964,0.037391701,0.319197446,0,0,0,0.023483812,0,0,0,0,0.027815777,0.028955768,0,0,0.018239854,0.027359781,0,0.004559964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004559964,0,0.031919745,0,0
"177","SC6_33","SC6","SC",2009,"Modern.R","9/22/09","9/23/09","u_rem","c_con","u_rem.c_con","yes",0,0.100337926,0.151026774,0.03145308,0,0.010397713,0.296594749,0,0.005458799,0,0,0,0.010657655,0,0,0,0.015596569,0,0.006238628,0.011437484,0.072783988,0,0,0,0.000519886,0,0,0,0,0.036391994,0.000519886,0,0,0.000259943,0.021315311,0,0,0,0,0,0,0.000259943,0,0,0,0,0,0,0,0,0,0,0,0.015596569,0,0.005198856,0.20795425,0,0
"178","SC7_2","SC7","SC",2009,"Modern.R","9/22/09","9/23/09","u_con","c_rem","u_con.c_rem","yes",0,0.082554856,0.039104932,0,0,0.013034977,0,0,0.008689985,0,0,0,0,0,0,0,0,0,0.065174886,0,0,0,0.291114491,0,0.013252227,0.008689985,0,0,0,0.034759939,0.00021725,0,0,0.004344992,0,0.004344992,0,0.004562242,0,0,0,0.169454703,0,0,0,0,0,0.01737997,0.004344992,0,0,0,0,0.004344992,0,0,0.234629589,0,0
"179","SC7_3","SC7","SC",2009,"Modern.R","9/22/09","9/23/09","u_con","c_con","u_con.c_con","yes",0,0.097843728,0.088105727,0,0,0.004637144,0,0,0.125202875,0,0,0,0,0.004637144,0,0,0.004637144,0,0.125202875,0,0.069557153,0,0,0,0.028054718,0,0,0,0,0.023649432,0.000927429,0,0,0.004637144,0.004869001,0,0,0.056109437,0,0,0,0.222582889,0,0,0,0,0,0.004637144,0.014143288,0,0,0,0,0,0,0,0.120565732,0,0
"180","SC7_4","SC7","SC",2009,"Modern.R","9/22/09","9/23/09","u_con","c_rem","u_con.c_rem","yes",0.005194805,0.231641086,0.113341204,0,0,0.00472255,0,0,0.053128689,0,0,0,0,0,0,0.014167651,0.014403778,0,0.029043684,0.028571429,0.01038961,0,0,0,0.015112161,0.004958678,0,0,0,0.024557261,0.01133412,0,0,0,0.000236128,0,0,0,0,0,0,0.231404959,0,0,0,0,0.00472255,0.00472255,0,0,0,0,0,0,0,0.00472255,0.193624557,0,0
"181","SC7_5","SC7","SC",2009,"Modern.R","9/22/09","9/23/09","u_con","c_con","u_con.c_con","yes",0,0.180684018,0.081738008,0,0,0,0,0,0.09894601,0,0,0,0.008604001,0,0,0,0.004302,0,0.116154012,0,0.008604001,0,0,0,0.017208002,0.0045171,0,0,0,0.056356206,0.017638202,0,0,0,0.021510002,0.013121101,0,0,0,0,0,0.069047107,0,0,0,0.017208002,0,0,0.004302,0,0,0,0,0.0004302,0.004302,0,0.271026027,0,0.004302
"182","SC8_37","SC8","SC",2009,"Modern.R","9/22/09","9/23/09","u_rem","c_con","u_rem.c_con","yes",0.004813478,0.063056558,0.02912154,0,0,0.005294826,0,0,0,0,0,0,0,0,0,0,0.010108303,0.005054152,0,0.009867629,0,0,0,0,0,0.409145608,0.004813478,0.038507822,0,0.005294826,0,0,0,0,0.000481348,0,0,0,0,0,0,0.163898917,0.000240674,0,0.014440433,0,0,0.004813478,0,0,0,0,0,0,0,0,0.231046931,0,0
"183","SC8_38","SC8","SC",2009,"Modern.R","9/22/09","9/23/09","u_rem","c_rem","u_rem.c_rem","yes",0.01257071,0.051120888,0.150848523,0,0,0,0,0,0,0,0,0,0,0,0.016760947,0,0,0.004190237,0,0.067672323,0,0,0,0,0.042111879,0.013827782,0,0,0,0.008589985,0.001466583,0.01257071,0.000419024,0.004190237,0.000209512,0,0.004399749,0.251414205,0.008380473,0,0,0.259794678,0,0,0.037921643,0.004190237,0,0.021370207,0.000838047,0,0,0,0,0.004190237,0,0,0.020951184,0,0
"184","SC8_39","SC8","SC",2009,"Modern.R","9/22/09","9/23/09","u_rem","c_con","u_rem.c_con","yes",0.014666341,0.137374725,0.043999022,0.014666341,0,0.053776583,0,0.019555121,0,0,0,0,0.000244439,0,0,0,0.020043999,0,0.00977756,0.010022,0,0,0,0,0,0.205817648,0,0.048887802,0,0,0.000244439,0.00977756,0,0,0,0,0,0,0,0,0,0.063554143,0,0,0,0,0,0.034465901,0.00488878,0,0,0,0,0,0,0,0.254461012,0.053776583,0
"185","SC8_40","SC8","SC",2009,"Modern.R","9/22/09","9/23/09","u_rem","c_rem","u_rem.c_rem","yes",0,0,0.00476731,0,0,0,0,0,0,0,0,0,0,0,0.027241771,0.054710556,0.077185017,0,0.01816118,0.03677639,0,0,0,0,0,0.019523269,0.02292849,0,0,0.009761635,0,0,0,0.0138479,0.009988649,0,0,0.009307605,0,0,0,0.572077185,0.000227015,0,0,0,0,0.004540295,0.004540295,0,0,0,0,0.032236095,0,0,0.072871737,0.009307605,0
"186","SC1_54","SC1","SC",2009,"Modern.R","12/13/09","12/12/09","u_rem","c_rem","u_rem.c_rem","yes",0,0.152384973,0.088856057,0.021317011,0,0.008442381,0,0,0.012874631,0,0,0,0.021317011,0,0,0,0.008442381,0,0,0,0,0,0,0,0.02617138,0,0,0.021105952,0,0.00443225,0,0,0,0,0.00443225,0,0,0.244829042,0.11861545,0,0,0.148374842,0,0,0,0,0,0.00443225,0,0,0,0,0,0,0,0,0.11397214,0,0
"187","SC1_62","SC1","SC",2009,"Modern.R","12/13/09","12/12/09","u_rem","c_con","u_rem.c_con","yes",0.047355047,0.203511204,0.088011088,0.027720028,0,0.115731116,0,0,0.004851005,0,0,0,0,0,0,0,0.037191037,0,0,0.014553015,0,0,0,0,0.005313005,0,0,0.023562024,0,0.009471009,0.000231,0,0,0,0.013860014,0.004620005,0,0.198660199,0.065835066,0,0,0.051513052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032340032,0.055671056,0,0
"188","SC1_63","SC1","SC",2009,"Modern.R","12/13/09","12/12/09","u_rem","c_rem","u_rem.c_rem","yes",0.0052148,0.10479265,0.089644897,0.034765334,0,0,0.019865905,0,0.035261982,0,0,0,0.005463124,0.015147753,0,0,0.010181276,0,0,0.000744971,0,0,0.000248324,0,0.010926248,0,0,0,0,0,0.000248324,0,0,0,0.0052148,0.0052148,0,0.38738515,0.010926248,0,0,0.203625528,0,0,0,0,0,0.010181276,0,0,0,0,0,0,0,0.004966476,0.039980134,0,0
"189","SC1_64","SC1","SC",2009,"Modern.R","12/13/09","12/12/09","u_rem","c_con","u_rem.c_con","yes",0.085851832,0.315859856,0.032361594,0.04279219,0,0.059106713,0,0,0.027280021,0,0,0,0.000267451,0,0,0.005349024,0.053490238,0,0,0.005883926,0,0,0,0,0.000534902,0,0,0.101898903,0,0.010698048,0.000267451,0,0,0,0.016047071,0,0,0,0,0,0,0.059374164,0.005349024,0,0.005616475,0,0,0.000267451,0,0,0,0,0.010698048,0,0.021663546,0,0.13934207,0,0
"190","SC4_36","SC4","SC",2009,"Modern.R","12/13/09","12/12/09","u_con","c_con","u_con.c_con","yes",0,0.05577232,0.119807207,0,0,0.004590314,0,0,0,0,0,0,0.005049346,0.023410604,0.00481983,0,0.032132201,0,0,0.014689006,0,0,0,0,0.001147579,0,0,0,0,0.041542346,0.005737893,0,0,0.004590314,0.005049346,0,0,0.257057608,0.010098692,0,0,0.124397521,0,0.009410145,0,0.009180629,0,0,0,0,0,0,0,0,0,0.106036263,0.16525132,0.000229516,0
"191","SC4_45","SC4","SC",2009,"Modern.R","12/13/09","12/12/09","u_con","c_rem","u_con.c_rem","yes",0,0.031855647,0.080418802,0,0,0,0,0,0,0,0,0,0.010024504,0,0,0,0.160614836,0,0,0.022499443,0,0,0,0.013811539,0.004900869,0,0,0,0,0.013366006,0.004678102,0.004455335,0,0.004455335,0.000222767,0,0,0.365560258,0.040989084,0,0,0.094453108,0.000222767,0,0,0.013588773,0,0,0,0,0,0,0,0,0,0.004455335,0.129427489,0,0
"192","SC4_51","SC4","SC",2009,"Modern.R","12/13/09","12/12/09","u_con","c_rem","u_con.c_rem","yes",0,0.013288336,0.215144484,0,0,0,0,0,0,0,0,0,0.018139633,0.008437039,0,0,0.042396119,0,0,0.02615482,0,0,0,0.008858891,0,0,0,0,0,0.017085003,0.004429445,0,0,0,0,0,0.004218519,0.413414891,0.008437039,0,0,0.080362793,0,0,0,0.012655558,0,0,0,0,0,0,0,0,0,0,0.092807425,0.004640371,0.029529635
"193","SC4_52","SC4","SC",2009,"Modern.R","12/13/09","12/12/09","u_con","c_con","u_con.c_con","yes",0,0.030115975,0.116161616,0,0,0,0,0,0,0,0,0,0.012158623,0.003741115,0,0,0.045080434,0,0,0.004115226,0,0,0,0,0,0,0,0,0,0.026187804,0,0.004115226,0.000187056,0.000187056,0.00748223,0,0,0.348110737,0.034605312,0,0,0.07557052,0.003741115,0,0,0.000374111,0,0,0,0,0,0.029928919,0,0,0,0.029928919,0.183314628,0,0.044893378
"194","SC5_34","SC5","SC",2009,"Modern.R","12/13/09","12/12/09","u_con","c_con","u_con.c_con","yes",0.00415714,0.021201413,0.266056953,0,0,0,0.020785699,0,0,0,0,0,0.004988568,0.046144253,0,0,0.029099979,0.00415714,0.00415714,0.04219497,0,0,0.004364997,0,0.004988568,0,0,0,0,0.004364997,0.008937851,0,0,0,0.021201413,0,0,0.290999792,0.02140927,0,0,0.041987113,0,0,0,0.020993556,0,0,0,0,0,0,0.00415714,0,0,0,0.129494908,0,0.00415714
"195","SC5_47","SC5","SC",2009,"Modern.R","12/13/09","12/12/09","u_con","c_rem","u_con.c_rem","yes",0.02019802,0.135049505,0.158415842,0.015841584,0,0.008118812,0.067524752,0,0,0,0,0,0.008118812,0,0,0,0.011881188,0,0.003960396,0.012871287,0,0,0,0,0.016435644,0,0,0,0,0.004752475,0.00039604,0.00019802,0.003960396,0,0.007920792,0,0,0.052277228,0.004158416,0,0,0.202178218,0.027920792,0.023762376,0,0.003960396,0.015841584,0,0,0,0,0,0,0,0,0,0.194059406,0.00019802,0
"196","SC5_49","SC5","SC",2009,"Modern.R","12/13/09","12/12/09","u_con","c_con","u_con.c_con","yes",0.008668076,0.038689218,0.173361522,0,0,0.00845666,0.042283298,0,0.00422833,0,0,0,0,0,0,0,0.00845666,0,0,0.017758985,0,0,0,0,0.005496829,0,0,0,0,0.000211416,0.001479915,0,0,0,0.00422833,0.00422833,0.00845666,0.279069767,0.013107822,0,0,0.119238901,0,0,0,0.004439746,0,0,0.000211416,0,0,0,0.00422833,0,0,0,0.245243129,0,0.00845666
"197","SC5_50","SC5","SC",2009,"Modern.R","12/13/09","12/12/09","u_con","c_rem","u_con.c_rem","yes",0.008056593,0.035959914,0.172921989,0,0,0.023776773,0.015916683,0,0.000393005,0,0,0,0,0,0,0,0.066810768,0,0.003930045,0.020239733,0,0,0.00786009,0,0.015916683,0,0,0,0,0.023580271,0.000786009,0,0,0,0.008253095,0,0.011986638,0.267243073,0.039693456,0,0,0.114560817,0.004126547,0.00786009,0,0.01218314,0.00786009,0,0,0,0,0,0,0,0,0.015720181,0.114167813,0.000196502,0
"198","SC6_14","SC6","SC",2009,"Modern.R","12/13/09","12/12/09","u_rem","c_con","u_rem.c_con","yes",0,0.122372723,0.448388603,0,0,0,0.093414292,0,0.000233536,0,0,0,0.000467071,0,0,0,0,0,0.009574965,0.03339561,0.009574965,0,0,0,0,0,0,0,0,0,0.020317609,0,0,0.028257823,0,0,0.009808501,0,0,0,0,0,0,0,0,0,0.004670715,0,0,0,0,0,0,0,0,0,0.205511443,0,0.014012144
"199","SC6_18","SC6","SC",2009,"Modern.R","12/13/09","12/12/09","u_rem","c_rem","u_rem.c_rem","yes",0.000499625,0.094928803,0.31976018,0.010242318,0,0,0,0,0.004996253,0,0,0,0,0.040219835,0,0,0.04071946,0,0.015238571,0.070447165,0.214838871,0,0,0,0.000749438,0,0,0,0,0,0.011741194,0.000249813,0,0.010242318,0.009992506,0,0.000249813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004996253,0,0,0.144891332,0,0.004996253
"200","SC6_21","SC6","SC",2009,"Modern.R","12/13/09","12/12/09","u_rem","c_rem","u_rem.c_rem","yes",0.00022899,0.088161209,0.311426609,0,0,0,0,0,0.032516602,0,0,0,0,0,0,0,0.013739409,0,0.004808793,0.032516602,0.339134417,0,0,0,0.010075567,0,0,0,0,0.022899015,0.047400962,0.009617586,0,0.036638425,0.013739409,0,0.009159606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027936799,0,0
"201","SC6_33","SC6","SC",2009,"Modern.R","12/13/09","12/12/09","u_rem","c_con","u_rem.c_con","yes",0.010095911,0.136294801,0.166582534,0,0,0.025744573,0.181726401,0,0.015143867,0,0,0,0,0,0,0,0.015143867,0,0.001009591,0.020696618,0.11130742,0,0,0,0.000504796,0,0,0,0,0.030287733,0.001261989,0,0,0,0.021201413,0,0,0,0,0,0,0.005047956,0.000252398,0,0,0,0,0,0,0,0,0,0,0.015143867,0,0,0.227158001,0.010095911,0.005300353
"202","SC7_2","SC7","SC",2009,"Modern.R","12/13/09","12/12/09","u_con","c_rem","u_con.c_rem","yes",0.000433745,0.140099761,0.078291043,0.004337454,0,0,0,0,0.008674908,0,0,0,0,0,0,0,0,0,0,0.05790501,0.039253958,0,0.026024723,0,0.009542399,0,0,0,0,0.052700065,0.004988072,0.013446107,0.004337454,0.034699631,0.004771199,0,0,0,0,0,0,0.251572327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268922143,0,0
"203","SC7_3","SC7","SC",2009,"Modern.R","12/13/09","12/12/09","u_con","c_con","u_con.c_con","yes",0.004199034,0.151375184,0.239554902,0,0,0,0,0,0.121981944,0,0,0,0,0,0,0,0.012597103,0,0.004199034,0.080621457,0.041990342,0,0,0,0.017425992,0,0,0,0,0.017006089,0.008817972,0,0,0.004199034,0,0,0,0.051228218,0.000209952,0,0,0.155574218,0,0,0,0,0,0,0.008398068,0,0,0,0,0,0,0,0.080621457,0,0
"204","SC7_4","SC7","SC",2009,"Modern.R","12/13/09","12/12/09","u_con","c_rem","u_con.c_rem","yes",0.004417937,0.282747957,0.084382593,0,0,0,0,0,0.040424122,0,0,0,0,0,0,0.01325381,0.008835874,0,0.004417937,0.032250939,0.009277667,0,0,0,0.014137398,0,0,0,0,0.022752375,0.010382152,0.004417937,0,0,0.008835874,0,0,0.004417937,0,0,0,0.189971283,0,0,0,0,0.008835874,0,0,0,0,0,0,0,0,0,0.256240336,0,0
"205","SC7_5","SC7","SC",2009,"Modern.R","12/13/09","12/12/09","u_con","c_con","u_con.c_con","yes",0,0.233099103,0.092318876,0,0,0,0,0,0.102011146,0,0,0,0,0,0,0,0.014780712,0,0.000242307,0.068572813,0.029561425,0,0,0,0.010176884,0,0,0,0,0.063726678,0.026411437,0,0,0,0.019384541,0,0,0,0,0,0,0.03440756,0,0,0,0.00969227,0,0,0.004846135,0,0,0,0.004846135,0.004846135,0,0,0.281075842,0,0
"206","SC8_37","SC8","SC",2009,"Modern.R","12/13/09","12/12/09","u_rem","c_con","u_rem.c_con","yes",0.018634987,0.061495458,0.056370836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019333799,0,0.004658747,0.004891684,0,0,0,0,0,0.409969718,0.004658747,0.041928721,0,0.005124621,0,0,0,0,0.000232937,0,0,0,0,0,0,0.153738644,0,0,0.01397624,0,0,0.004658747,0,0,0,0,0,0,0,0,0.200326112,0,0
"207","SC8_38","SC8","SC",2009,"Modern.R","12/13/09","12/12/09","u_rem","c_rem","u_rem.c_rem","yes",0.009485992,0.035517317,0.114714317,0,0,0,0,0,0,0,0,0,0,0,0.017648356,0,0,0.004412089,0.004412089,0.088682991,0,0,0,0,0.044341496,0.018530775,0,0,0,0.004632694,0.001323627,0.022501655,0.000220604,0,0.000441209,0,0.004632694,0.282373704,0,0,0,0.278182219,0,0,0.026913744,0.004632694,0,0,0.005073902,0,0,0,0,0,0,0,0.031325833,0,0
"208","SC8_39","SC8","SC",2009,"Modern.R","12/13/09","12/12/09","u_rem","c_con","u_rem.c_con","yes",0.022558087,0.185201895,0.076923077,0,0,0.013986014,0,0.004511617,0,0,0,0,0,0,0.013534852,0,0.018272051,0,0.004511617,0.027295285,0,0,0.004511617,0,0,0.203248364,0,0.049627792,0,0.004962779,0.000676743,0,0,0,0,0,0,0,0,0,0,0.040830138,0,0,0,0,0,0.004511617,0.004511617,0,0,0,0,0,0,0,0.26167381,0.058651026,0
"209","SC8_40","SC8","SC",2009,"Modern.R","12/13/09","12/12/09","u_rem","c_rem","u_rem.c_rem","yes",0,0.004906771,0.009813543,0,0,0,0,0,0,0,0,0,0,0,0.025024534,0.039254171,0.024779195,0,0.004906771,0.020363101,0,0,0,0,0,0.02060844,0.044406281,0,0,0.004906771,0,0,0,0.024779195,0.010058881,0,0,0,0,0,0,0.588812561,0,0,0.019627085,0,0,0.004906771,0,0,0,0,0,0.039254171,0,0,0.113591757,0,0
"210","SC1_54","SC1","SC",2010,"Modern.R","3/22/10","3/22/10","u_rem","c_rem","u_rem.c_rem","yes",0.009878982,0.113608298,0.059273895,0.044455421,0,0,0,0,0.004939491,0,0,0,0,0,0,0,0.004939491,0,0,0,0,0,0,0,0.031365769,0,0,0.019757965,0,0.004939491,0,0,0,0,0.009878982,0,0,0.316127439,0.212398123,0,0,0.12398123,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029636947,0.014818474,0,0
"211","SC1_62","SC1","SC",2010,"Modern.R","3/22/10","3/22/10","u_rem","c_con","u_rem.c_con","yes",0.069592629,0.223811833,0.106692532,0,0,0.179679922,0,0,0.005092144,0,0,0,0,0,0,0,0.019398642,0,0,0.005334627,0,0,0,0,0.01042677,0,0,0.029097963,0,0.004849661,0,0,0,0,0.004849661,0.004849661,0,0.121241513,0.093113482,0,0,0.063530553,0,0,0,0.000242483,0,0,0,0,0,0,0,0,0,0.004849661,0.053346266,0,0
"212","SC1_63","SC1","SC",2010,"Modern.R","3/22/10","3/22/10","u_rem","c_rem","u_rem.c_rem","yes",0,0.073253833,0.05865174,0.029204186,0,0.009734729,0,0,0.004867364,0,0,0,0,0.009734729,0,0,0.014602093,0,0,0,0,0,0.009734729,0,0.01095157,0,0,0.004867364,0,0,0,0,0,0,0.009734729,0,0,0.399123874,0.111949379,0,0,0.185446581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009734729,0.058408372,0,0
"213","SC1_64","SC1","SC",2010,"Modern.R","3/22/10","3/22/10","u_rem","c_con","u_rem.c_con","yes",0.040997706,0.350057339,0.040424312,0.005733945,0,0.103784404,0,0,0.023222477,0,0,0,0,0,0,0.005733945,0.052752294,0,0,0.006880734,0,0,0,0,0.000286697,0,0,0.047305046,0,0.017488532,0,0,0,0,0.028669725,0.005733945,0,0,0,0,0,0.035550459,0,0,0,0,0,0,0,0,0,0,0.01146789,0,0,0,0.22391055,0,0
"214","SC4_36","SC4","SC",2010,"Modern.R","3/22/10","3/22/10","u_con","c_con","u_con.c_con","yes",0,0.058626091,0.102931305,0.000223764,0,0,0,0,0,0,0,0,0.000223764,0.008950548,0.009174312,0,0.035802193,0,0,0.000671291,0,0,0,0,0.005594093,0,0,0,0,0.045200269,0.000895055,0,0,0.013425822,0.000223764,0,0,0.19266055,0.058626091,0,0,0.072051913,0.004922802,0.004699038,0,0.009174312,0,0,0,0,0,0,0,0,0.004475274,0.067129112,0.30431864,0,0
"215","SC4_45","SC4","SC",2010,"Modern.R","3/22/10","3/22/10","u_con","c_rem","u_con.c_rem","yes",0,0.044858983,0.129025094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133466578,0,0,0.03619809,0,0,0,0.115922718,0.004885632,0,0,0,0,0.022207417,0.000222074,0.004441483,0,0,0.000222074,0,0,0.279813458,0.076171441,0,0,0.058405507,0.000222074,0,0,0.009327115,0,0,0,0,0,0,0,0,0,0.008882967,0.075727293,0,0
"216","SC4_51","SC4","SC",2010,"Modern.R","3/22/10","3/22/10","u_con","c_rem","u_con.c_rem","yes",0,0.026354942,0.27205101,0,0,0,0,0,0,0,0,0,0.004463337,0.012964931,0,0,0.029968119,0,0.00042508,0.039319872,0,0,0,0.11498406,0,0,0,0,0,0.034218916,0.005100956,0,0,0,0,0,0,0.323060574,0.012752391,0,0,0.029968119,0,0,0,0.004888417,0,0,0.004250797,0,0,0,0,0,0,0,0.080977683,0.004250797,0
"217","SC4_52","SC4","SC",2010,"Modern.R","3/22/10","3/22/10","u_con","c_con","u_con.c_con","yes",0,0.004382304,0.129590985,0,0,0,0,0,0,0,0,0,0.000417362,0.020868114,0,0,0.034015025,0,0.004173623,0.017320534,0,0,0,0.08827212,0,0,0,0,0,0.025250417,0,0,0.004173623,0,0.004382304,0,0,0.279841402,0.046744574,0,0,0.059891486,0.013146912,0,0,0.004382304,0.000208681,0.004173623,0,0,0,0.050083472,0,0,0,0.037562604,0.171118531,0,0
