"","id","site","transect","code","length","comment","sppR.comp","real.date","comm.date","season","surveyor","urch","removals"
"2593",2593,"ON","ON0","SAC",2,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2594",2594,"ON","ON0","JZO",4,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2595",2595,"ON","ON0","PCA",35,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2596",2596,"ON","ON0","PCA",32,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2597",2597,"ON","ON0","PCA",40,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2598",2598,"ON","ON0","PCA",40,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2599",2599,"ON","ON1","Nuc",5,NA,1,2010-12-05,2010-12-04,"winter","WG","u_rem","no"
"2600",2600,"ON","ON1","JZO",3,NA,1,2010-12-05,2010-12-04,"winter","WG","u_rem","no"
"2601",2601,"ON","ON1","JZO",6,NA,1,2010-12-05,2010-12-04,"winter","WG","u_rem","no"
"2602",2602,"ON","ON1","JZO",3,NA,1,2010-12-05,2010-12-04,"winter","WG","u_rem","no"
"2603",2603,"ON","ON1","JZO",5,NA,1,2010-12-05,2010-12-04,"winter","WG","u_rem","no"
"2604",2604,"ON","ON1","JZO",4,NA,1,2010-12-05,2010-12-04,"winter","WG","u_rem","no"
"2605",2605,"ON","ON1","JZO",7,NA,1,2010-12-05,2010-12-04,"winter","WG","u_rem","no"
"2606",2606,"ON","ON1","PCA",36,NA,1,2010-12-05,2010-12-04,"winter","WG","u_rem","no"
"2607",2607,"ON","ON1","OEL",60,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2608",2608,"ON","ON1","JZO",4,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2609",2609,"ON","ON1","JZO",5,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2610",2610,"ON","ON1","JZO",7,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2611",2611,"ON","ON1","JZO",4,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2612",2612,"ON","ON1","SAC",2,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2613",2613,"ON","ON1","SAC",2,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2614",2614,"ON","ON1","JZO",3,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2615",2615,"ON","ON1","PCA",40,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2616",2616,"ON","ON1","CFO",4,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2617",2617,"ON","ON1","Nuc",4,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2618",2618,"ON","ON1","Nuc",5,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2619",2619,"ON","ON1","Nuc",5,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2620",2620,"ON","ON1","Nuc",7,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2621",2621,"ON","ON1","Nuc",6,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2622",2622,"ON","ON1","Nuc",4,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2623",2623,"ON","ON1","Nuc",5,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2624",2624,"ON","ON1","Nuc",6,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2625",2625,"ON","ON1","Nuc",6,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2626",2626,"ON","ON1","Nuc",2,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2627",2627,"ON","ON1","Nuc",4,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2628",2628,"ON","ON1","PPA",4,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2629",2629,"ON","ON2","SFR",16,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2630",2630,"ON","ON2","SFR",8,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2631",2631,"ON","ON2","SFR",10,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2632",2632,"ON","ON2","SFR",11,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2633",2633,"ON","ON2","SFR",17,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2634",2634,"ON","ON2","SFR",11,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2635",2635,"ON","ON2","SFR",14,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2636",2636,"ON","ON2","SFR",12,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2637",2637,"ON","ON2","SFR",9,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2638",2638,"ON","ON2","SFR",12,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2639",2639,"ON","ON2","SFR",6,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2640",2640,"ON","ON2","SFR",11,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2641",2641,"ON","ON2","Nuc",3,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2642",2642,"ON","ON2","Nuc",3,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2643",2643,"ON","ON2","Nuc",5,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2644",2644,"ON","ON2","Nuc",2,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2645",2645,"ON","ON2","Nuc",3,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2646",2646,"ON","ON2","JZO",7,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2647",2647,"ON","ON2","JZO",4,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2648",2648,"ON","ON2","SAC",4,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2649",2649,"ON","ON2","PPR",3,"pugettia producta",1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2650",2650,"ON","ON2","PHE",12,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2651",2651,"ON","ON2","SCR",25,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2652",2652,"ON","ON2","RNI",10,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2653",2653,"ON","ON2","RNI",10,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2654",2654,"ON","ON2","JZO",5,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2655",2655,"ON","ON2","JZO",6,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2656",2656,"ON","ON2","JZO",6,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2657",2657,"ON","ON2","SAC",4,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2658",2658,"ON","ON2","Nuc",3,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2659",2659,"ON","ON2","Nuc",3,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2660",2660,"ON","ON2","Nuc",4,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2661",2661,"ON","ON2","Nuc",2,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2662",2662,"ON","ON2","Nuc",4,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2663",2663,"ON","ON2","Nuc",5,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2664",2664,"ON","ON2","Nuc",2,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2665",2665,"ON","ON2","Nuc",2,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2666",2666,"ON","ON2","Nuc",2,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2667",2667,"ON","ON2","Nuc",2,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2668",2668,"ON","ON2","Nuc",2,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2669",2669,"ON","ON2","Nuc",1,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2670",2670,"ON","ON2","Nuc",4,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2671",2671,"ON","ON2","Nuc",5,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2672",2672,"ON","ON2","PCA",30,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2673",2673,"ON","ON2","SFR",7,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2674",2674,"ON","ON2","SFR",10,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2675",2675,"ON","ON2","SFR",14,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2676",2676,"ON","ON2","SFR",12,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2677",2677,"ON","ON2","SFR",14,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2678",2678,"ON","ON2","SFR",8,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2679",2679,"ON","ON2","SFR",10,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2680",2680,"ON","ON2","SFR",4,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2681",2681,"ON","ON2","SFR",5,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2682",2682,"ON","ON2","SFR",7,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2683",2683,"ON","ON2","SFR",14,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2684",2684,"ON","ON2","SFR",16,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2685",2685,"ON","ON2","SFR",12,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2686",2686,"ON","ON2","SFR",13,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2687",2687,"ON","ON2","SFR",14,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2688",2688,"ON","ON2","SFR",14,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2689",2689,"ON","ON3","SFR",15,NA,1,2010-12-05,2010-12-04,"winter","WG","u_rem","no"
"2690",2690,"ON","ON3","SFR",10,NA,1,2010-12-05,2010-12-04,"winter","WG","u_rem","no"
"2691",2691,"ON","ON3","SFR",8,NA,1,2010-12-05,2010-12-04,"winter","WG","u_rem","no"
"2692",2692,"ON","ON3","Nuc",6,NA,1,2010-12-05,2010-12-04,"winter","WG","u_rem","no"
"2693",2693,"ON","ON3","PHE",15,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2694",2694,"ON","ON3","SFR",8,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2695",2695,"ON","ON3","SFR",9,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2696",2696,"ON","ON3","SFR",13,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2697",2697,"ON","ON3","SDR",6,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2698",2698,"ON","ON3","Nuc",4,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2699",2699,"ON","ON3","Nuc",4,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2700",2700,"ON","ON3","Nuc",5,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2701",2701,"ON","ON3","CLU",3,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2702",2702,"ON","ON3","CLU",3,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2703",2703,"ON","ON3","CLU",2,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2704",2704,"ON","ON3","JZO",6,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2705",2705,"ON","ON3","JZO",7,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2706",2706,"ON","ON3","JZO",5,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2707",2707,"ON","ON3","JZO",7,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2708",2708,"ON","ON3","SAC",2,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2709",2709,"ON","ON4","SFR",10,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2710",2710,"ON","ON4","CFO",6,NA,1,2010-12-05,2010-12-04,"winter","WG","u_con","no"
"2711",2711,"ON","ON4","SFR",10,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2712",2712,"ON","ON4","SFR",13,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2713",2713,"ON","ON4","SFR",13,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2714",2714,"ON","ON4","SFR",18,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2715",2715,"ON","ON4","SCR",23,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2716",2716,"ON","ON4","SCR",30,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2717",2717,"ON","ON4","SCR",20,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2718",2718,"ON","ON4","CLU",2,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2719",2719,"ON","ON4","CLU",3,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2720",2720,"ON","ON4","AHA",5,NA,1,2010-12-05,2010-12-04,"winter","RE","u_con","no"
"2721",2721,"ON","ON5","CFO",7,NA,1,2010-12-05,2010-12-04,"winter","WG","u_rem","no"
"2722",2722,"ON","ON5","JZO",4,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2723",2723,"ON","ON5","JZO",5,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2724",2724,"ON","ON5","ANA",2,NA,1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2725",2725,"ON","ON5","PNO",6,"peltodoris nobilis",1,2010-12-05,2010-12-04,"winter","RE","u_rem","no"
"2726",2726,"ON","ON0","SMA",20,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2727",2727,"ON","ON0","RNI",5,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2728",2728,"ON","ON0","DOD",11,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2729",2729,"ON","ON0","SAC",2,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2730",2730,"ON","ON0","SAC",2,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2731",2731,"ON","ON0","Hen",16,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2732",2732,"ON","ON0","PCA",40,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2733",2733,"ON","ON0","JZO",3,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2734",2734,"ON","ON0","Hen",24,"Henricia aspera",1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2735",2735,"ON","ON1","Nuc",2,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2736",2736,"ON","ON1","Nuc",4,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2737",2737,"ON","ON1","Nuc",2,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2738",2738,"ON","ON1","Nuc",2,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2739",2739,"ON","ON1","Nuc",2,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2740",2740,"ON","ON1","Nuc",2,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2741",2741,"ON","ON1","Nuc",4,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2742",2742,"ON","ON1","Nuc",3,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2743",2743,"ON","ON1","Nuc",3,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2744",2744,"ON","ON1","Nuc",2,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2745",2745,"ON","ON1","Nuc",2,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2746",2746,"ON","ON1","Nuc",2,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2747",2747,"ON","ON1","Nuc",2,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2748",2748,"ON","ON1","Nuc",3,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2749",2749,"ON","ON1","Nuc",3,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2750",2750,"ON","ON1","Nuc",2,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2751",2751,"ON","ON1","Nuc",2,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2752",2752,"ON","ON1","CAN",2,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2753",2753,"ON","ON1","CST",14,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2754",2754,"ON","ON1","Hen",16,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2755",2755,"ON","ON1","Hen",4,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2756",2756,"ON","ON1","CLU",2,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2757",2757,"ON","ON1","CLU",1,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2758",2758,"ON","ON1","PHE",24,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2759",2759,"ON","ON2","OGR",4,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2760",2760,"ON","ON2","Nuc",4,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2761",2761,"ON","ON2","Nuc",3,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2762",2762,"ON","ON2","Nuc",2,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2763",2763,"ON","ON2","SAC",2,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2764",2764,"ON","ON2","JZO",4,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2765",2765,"ON","ON2","JZO",3,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2766",2766,"ON","ON2","CFO",3,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2767",2767,"ON","ON2","PCA",35,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2768",2768,"ON","ON2","PCA",33,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2769",2769,"ON","ON2","PHE",30,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2770",2770,"ON","ON3","SFR",9,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2771",2771,"ON","ON3","SFR",6,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2772",2772,"ON","ON3","SFR",15,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2773",2773,"ON","ON3","SFR",12,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2774",2774,"ON","ON3","SFR",9,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2775",2775,"ON","ON3","Hen",8,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2776",2776,"ON","ON3","Hen",6,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2777",2777,"ON","ON3","Hen",16,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2778",2778,"ON","ON3","Hen",12,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2779",2779,"ON","ON3","Hen",10,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2780",2780,"ON","ON3","PHE",24,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2781",2781,"ON","ON3","PHE",50,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2782",2782,"ON","ON4","SFR",12,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2783",2783,"ON","ON4","SFR",14,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2784",2784,"ON","ON4","CLU",2,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2785",2785,"ON","ON4","Hen",12,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2786",2786,"ON","ON4","JZO",6,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2787",2787,"ON","ON4","JZO",6,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2788",2788,"ON","ON4","PHE",60,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_con","no"
"2789",2789,"ON","ON5","SFR",11,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2790",2790,"ON","ON5","SFR",13,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2791",2791,"ON","ON5","SFR",11,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2792",2792,"ON","ON5","PCA",35,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2793",2793,"ON","ON5","PCA",32,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2794",2794,"ON","ON5","PCA",30,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2795",2795,"ON","ON5","JZO",4,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2796",2796,"ON","ON5","JZO",3,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2797",2797,"ON","ON5","Hen",4,NA,1,2011-03-15,2011-03-14,"spring","BMC","u_rem","no"
"2798",2798,"PG","PG1","CLU",4,NA,1,2011-03-14,2011-03-14,"spring","TD","u_con","no"
"2799",2799,"PG","PG1","CLU",3,NA,1,2011-03-14,2011-03-14,"spring","TD","u_con","no"
"2800",2800,"PG","PG1","CFO",7,NA,1,2011-03-14,2011-03-14,"spring","TD","u_con","no"
"2801",2801,"PG","PG1","OEL",20,NA,1,2011-03-14,2011-03-14,"spring","TD","u_con","no"
"2802",2802,"PG","PG1","TCAn",8,NA,1,2011-03-14,2011-03-14,"spring","TD","u_con","no"
"2803",2803,"PG","PG1","TCAn",10,NA,1,2011-03-14,2011-03-14,"spring","TD","u_con","no"
"2804",2804,"PG","PG1","PCA",32,NA,1,2011-03-14,2011-03-14,"spring","TD","u_con","no"
"2805",2805,"PG","PG2","TCAn",7,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2806",2806,"PG","PG2","PCA",30,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2807",2807,"PG","PG2","OGR",2,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2808",2808,"PG","PG2","Hen",9,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2809",2809,"PG","PG2","Hen",8,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2810",2810,"PG","PG3","TCAn",9,NA,1,2011-03-14,2011-03-14,"spring","TD","u_con","no"
"2811",2811,"PG","PG3","Hen",8,NA,1,2011-03-14,2011-03-14,"spring","TD","u_con","no"
"2812",2812,"PG","PG3","Hen",9,NA,1,2011-03-14,2011-03-14,"spring","TD","u_con","no"
"2813",2813,"PG","PG3","Hen",10,NA,1,2011-03-14,2011-03-14,"spring","TD","u_con","no"
"2814",2814,"PG","PG3","Hen",11,NA,1,2011-03-14,2011-03-14,"spring","TD","u_con","no"
"2815",2815,"PG","PG3","Hen",15,NA,1,2011-03-14,2011-03-14,"spring","TD","u_con","no"
"2816",2816,"PG","PG3","Hen",6,NA,1,2011-03-14,2011-03-14,"spring","TD","u_con","no"
"2817",2817,"PG","PG3","CLU",4,NA,1,2011-03-14,2011-03-14,"spring","TD","u_con","no"
"2818",2818,"PG","PG4","CLU",3,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2819",2819,"PG","PG4","CLU",4,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2820",2820,"PG","PG4","CLU",3,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2821",2821,"PG","PG4","CST",20,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2822",2822,"PG","PG4","PHE",38,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2823",2823,"PG","PG4","OGR",2,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2824",2824,"PG","PG4","OGR",4,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2825",2825,"PG","PG4","SFR",18,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2826",2826,"PG","PG4","PCA",23,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2827",2827,"PG","PG4","DMO",3,"yellow dorid",1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2828",2828,"PG","PG5","SFR",14,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2829",2829,"PG","PG5","Hen",7,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2830",2830,"PG","PG5","OGR",2,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2831",2831,"PG","PG5","HDE",35,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2832",2832,"PG","PG6","SFR",15,NA,1,2011-03-14,2011-03-14,"spring","TD","u_con","no"
"2833",2833,"PG","PG6","LMA",4,NA,1,2011-03-14,2011-03-14,"spring","TD","u_con","no"
"2834",2834,"PG","PG6","JZO",3,NA,1,2011-03-14,2011-03-14,"spring","TD","u_con","no"
"2835",2835,"SC","SC1","JZO",7,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2836",2836,"SC","SC1","JZO",7,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2837",2837,"SC","SC1","JZO",8,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2838",2838,"SC","SC1","Hen",10,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2839",2839,"SC","SC1","Hen",7,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2840",2840,"SC","SC1","Hen",5,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2841",2841,"SC","SC1","FTR",5,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2842",2842,"SC","SC1","PPA",7,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2843",2843,"SC","SC1","CLU",2,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2844",2844,"SC","SC1","CLU",3,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
"2845",2845,"SC","SC1","TCAn",7,NA,1,2011-03-14,2011-03-14,"spring","TD","u_rem","no"
